Date,Real,Predicitions,Difference
2011-05-01,100.9,102.70030138004554,1.8003013800455392
2011-06-01,96.26,97.64720294536377,1.387202945363768
2011-07-01,97.3,95.70006471335302,-1.599935286646982
2011-08-01,86.33,88.80969167176957,2.4796916717695723
2011-09-01,85.52,79.20045886785137,-6.319541132148629
2011-10-01,86.32,93.19018090182753,6.870180901827538
2011-11-01,97.16,98.30508524429737,1.145085244297377
2011-12-01,98.56,98.829733172425,0.26973317242499206
2012-01-01,100.27,98.47989278566706,-1.7901072143329344
2012-02-01,102.2,107.06992605609446,4.869926056094457
2012-03-01,106.16,103.0197629836517,-3.140237016348294
2012-04-01,103.32,104.87017672100913,1.5501767210091373
2012-05-01,94.66,86.53036045336019,-8.129639546639808
2012-06-01,82.3,82.28836849545962,-0.011631504540375204
2012-07-01,87.9,88.060363847217,0.16036384721699903
2012-08-01,94.13,89.36866033115909,-4.761339668840904
2012-09-01,94.51,92.18997518135363,-2.320024818646374
2012-10-01,89.49,86.2397259016873,-3.250274098312701
2012-11-01,86.53,88.90994061175347,2.3799406117534687
2012-12-01,87.86,91.82013404785313,3.9601340478531313
2013-01-01,94.76,90.48532905553697,-4.27467094446304
2013-02-01,95.31,92.05022173403871,-3.2597782659612875
2013-03-01,92.94,97.22992960633907,4.289929606339072
2013-04-01,92.02,91.35996673445892,-0.6600332655410739
2013-05-01,94.51,91.96969832101546,-2.540301678984548
2013-06-01,95.77,96.56006112866763,0.7900611286676309
2013-07-01,104.67,105.02973731164116,0.35973731164115463
2013-08-01,106.57,107.64976767842509,1.0797676784250996
2013-09-01,106.29,102.33034400764907,-3.959655992350932
2013-10-01,100.54,96.38013707502417,-4.15986292497584
2013-11-01,93.86,92.72037325277293,-1.1396267472270694
2013-12-01,97.63,97.21496534094314,-0.41503465905685744
2014-01-01,94.62,97.48979066079265,2.8697906607926456
2014-02-01,100.82,99.22474237369437,-1.5952576263056244
2014-03-01,100.8,98.85737281200252,-1.9426271879974735
2014-04-01,102.07,99.74039091204158,-2.329609087958417
2014-05-01,102.18,102.70970260827971,0.529702608279706
